t,phase,clearance,horizontal_error_gt,tag_valid,tag_age,tag_weight,yolo_visible,yolo_confidence,coarse_vx,coarse_vy,tag_vx,tag_vy,cmd_vx,cmd_vy,cmd_vz,uav_x,uav_y,uav_z,vehicle_x,vehicle_y,mode,armed
2.26,TAKEOFF,-2.1810614622666598,60.38559747393466,0,10.424,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.007258275523781776,-0.009402958676218987,0.010564865544438362,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.292,TAKEOFF,-2.1755276272241915,60.385998062870314,0,10.456,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.007268753368407488,-0.009643024764955044,0.01074190717190504,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.328,TAKEOFF,-2.1693046376673513,60.38644635152629,0,10.492,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.007304457016289234,-0.009919995442032814,0.010895593091845512,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.36,TAKEOFF,-2.163794137862112,60.386842717863395,0,10.524000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.007365253288298845,-0.010306631214916706,0.01111226249486208,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.392,TAKEOFF,-2.158321036182078,60.38723709387266,0,10.556000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.007438061758875847,-0.010657885111868382,0.011311299167573452,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.428,TAKEOFF,-2.1522293731108237,60.387678385354974,0,10.592,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.007521225139498711,-0.011044606566429138,0.011469567194581032,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.46,TAKEOFF,-2.146891213301315,60.38806852522338,0,10.624,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.007631873711943626,-0.011458300054073334,0.011599808000028133,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.492,TAKEOFF,-2.1416422413281238,60.38898229937015,0,10.656,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.007106271106749773,-0.011467902921140194,0.011139919981360435,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.528,TAKEOFF,-2.135863767723043,60.388890940650626,0,10.692,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.006827079225331545,-0.011511528864502907,0.010869363322854042,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.56,TAKEOFF,-2.1308573156197688,60.389274834544075,0,10.724,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.006414878182113171,-0.011619236320257187,0.010429437272250652,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.592,TAKEOFF,-2.1259891785390033,60.38965672568062,0,10.756,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0061240410432219505,-0.011759903281927109,0.010076831094920635,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.628,TAKEOFF,-2.12069640743208,60.3900839567505,0,10.792,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.005871871951967478,-0.011942083016037941,0.00972919724881649,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.66,TAKEOFF,-2.116171127853837,60.390747001170055,0,10.824,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.005587371066212654,-0.012230427004396915,0.009513549506664276,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.692,TAKEOFF,-2.1118291607505677,60.390837205291476,0,10.856,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.005433524958789349,-0.012431570328772068,0.009462022222578526,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.7279999999999998,TAKEOFF,-2.107180104907318,60.391257373915124,0,10.892,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.005198533181101084,-0.012791869230568409,0.009345103055238724,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.76,TAKEOFF,-2.10327109750575,60.39162871850436,0,10.924,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.005025620572268963,-0.013112416490912437,0.00933846551924944,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.792,TAKEOFF,-2.0995849274116347,60.39199804816159,0,10.956,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.004867491777986288,-0.013455068692564964,0.009637042880058289,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.828,TAKEOFF,-2.095718381777761,60.39241113337531,0,10.992,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.004724365659058094,-0.01382418628782034,0.009862774051725864,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.86,TAKEOFF,-2.0925423473117095,60.392776175188025,0,11.024,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.004582246765494347,-0.014213656075298786,0.010020759887993336,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.892,TAKEOFF,-2.0896220229391247,60.393139196304105,0,11.056,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.004379204474389553,-0.013905370607972145,0.010409289039671421,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.928,TAKEOFF,-2.0866534206304563,60.39354517727903,0,11.092,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.004290931858122349,-0.013772429898381233,0.01062589231878519,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.96,TAKEOFF,-2.0843051783664253,60.393903898143385,0,11.124,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.004170944914221764,-0.01361940335482359,0.01096883974969387,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.992,TAKEOFF,-2.0822378840380695,60.3942605924392,0,11.156,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.004069042857736349,-0.01355095487087965,0.011182076297700405,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
